protein_id,experiment_name,time_stamp,protein_cellulose_clash_cutoff,protein_protein_clash_cutoff,protein_protein_contacts_cutoff,rmsd_after_kabsch,protein_cellulose_clashes,protein_protein_clashes,clashing_residues,protein_protein_contacts,status,rejection_reason
thm001010,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:44.316338,0,0,7,0.347521256283789,9,0,[],86,REJECTED,['protein_cellulose_clashes']
thm001987,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:55.162519,0,0,7,0.3546710565244587,0,2,"[(3, 68), (5, 70)]",78,REJECTED,['more_than_0_protein_protein_clashes']
thx003933,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:29.740322,0,0,7,0.32976283441156595,6,1,"[(20, 84)]",83,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
htx007353,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:37.595799,0,0,7,0.3686756205078756,0,0,[],76,PASSED,[]
thm001814,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:51.792641,0,0,7,0.3509693227300211,0,3,"[(4, 67), (10, 71), (11, 72)]",78,REJECTED,['more_than_0_protein_protein_clashes']
thm002000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:55.485755,0,0,7,0.36815363001380536,0,0,[],75,PASSED,[]
thx003592,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:21.966456,0,0,7,0.36351397219204773,120,3,"[(66, 89), (111, 84), (115, 85)]",198,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001663,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:50.347751,0,0,7,0.3294162294768968,0,0,[],74,PASSED,[]
hsx015960,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:39.931328,0,0,7,0.3643465251534294,0,1,"[(34, 98)]",75,REJECTED,['more_than_0_protein_protein_clashes']
shx011717,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:36.485631,0,0,7,0.3579785259822748,71,1,"[(66, 39)]",145,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001119,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:45.422952,0,0,7,0.3579467315538148,52,2,"[(5, 64), (78, 58)]",127,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thl002665,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:59.380222,0,0,7,0.3303680227557494,36,1,"[(94, 82)]",110,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011388,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:28.200512,0,0,7,0.35760443989734614,24,0,[],96,REJECTED,['protein_cellulose_clashes']
thm001106,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:45.305939,0,0,7,0.3641389301324378,0,0,[],72,PASSED,[]
shx011433,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:28.975644,0,0,7,0.37400805782887775,12,1,"[(100, 80)]",84,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001046,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:44.665254,0,0,7,0.3652408468093229,0,0,[],71,PASSED,[]
thm001742,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:51.344644,0,0,7,0.36533174632885995,107,1,"[(3, 20)]",179,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
ths000341,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:03.106623,0,0,7,0.3550113940380512,0,1,"[(1, 67)]",72,REJECTED,['more_than_0_protein_protein_clashes']
thm001861,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:52.676996,0,0,7,0.3627085236413342,11,0,[],81,REJECTED,['protein_cellulose_clashes']
ths000454,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:04.542164,0,0,7,0.3399904960470734,0,2,"[(1, 68), (4, 67)]",72,REJECTED,['more_than_0_protein_protein_clashes']
thx003457,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:18.959625,0,0,7,0.37062021918711024,0,0,[],70,PASSED,[]
thm001454,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:49.528972,0,0,7,0.3673720612676818,0,1,"[(2, 24)]",70,REJECTED,['more_than_0_protein_protein_clashes']
thl002086,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:56.184534,0,0,7,0.3525307261767831,0,0,[],69,PASSED,[]
shm009822,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:34.975854,0,0,7,0.3801481167197801,0,0,[],69,PASSED,[]
thm001796,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:51.636675,0,0,7,0.33903214077225324,0,1,"[(1, 62)]",69,REJECTED,['more_than_0_protein_protein_clashes']
thm001317,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:47.659457,0,0,7,0.35522071310706665,0,2,"[(1, 19), (95, 67)]",69,REJECTED,['more_than_0_protein_protein_clashes']
thm001031,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:44.442987,0,0,7,0.3784924374526286,0,1,"[(3, 73)]",67,REJECTED,['more_than_0_protein_protein_clashes']
ths000426,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:04.178548,0,0,7,0.3671562291252632,0,1,"[(4, 64)]",67,REJECTED,['more_than_0_protein_protein_clashes']
thm001827,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:51.933662,0,0,7,0.3567196489377461,0,1,"[(7, 70)]",66,REJECTED,['more_than_0_protein_protein_clashes']
ths000123,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:01.465516,0,0,7,0.35432624788360423,0,1,"[(3, 66)]",66,REJECTED,['more_than_0_protein_protein_clashes']
ths000473,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:04.660358,0,0,7,0.37837916320401127,0,0,[],65,PASSED,[]
shl010182,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:40.620427,0,0,7,0.3326103603653916,0,0,[],65,PASSED,[]
shx011464,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:29.569982,0,0,7,0.34631400914467125,31,1,"[(24, 81)]",96,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
ths000363,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:03.596693,0,0,7,0.34647065483400985,0,0,[],64,PASSED,[]
thx003850,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:27.666233,0,0,7,0.3545291434987912,110,2,"[(19, 81), (22, 79)]",176,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shm009141,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:32.216014,0,0,7,0.3598162951559317,50,1,"[(53, 22)]",114,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001369,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:48.298639,0,0,7,0.3577842955409713,0,1,"[(2, 65)]",63,REJECTED,['more_than_0_protein_protein_clashes']
ths000231,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:02.389788,0,0,7,0.34927564281176005,0,1,"[(3, 64)]",63,REJECTED,['more_than_0_protein_protein_clashes']
thm001315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:47.517323,0,0,7,0.3877219935285687,0,0,[],61,PASSED,[]
thm001402,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:48.973823,0,0,7,0.3616997787670959,0,1,"[(87, 66)]",62,REJECTED,['more_than_0_protein_protein_clashes']
ths000109,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:01.254674,0,0,7,0.37147286335285506,0,1,"[(1, 69)]",62,REJECTED,['more_than_0_protein_protein_clashes']
thm001269,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:47.099012,0,0,7,0.3576828246758809,0,0,[],60,PASSED,[]
thm001436,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:49.261601,0,0,7,0.3831268508325972,0,0,[],60,PASSED,[]
ths000111,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:01.355419,0,0,7,0.34150761054877854,0,0,[],60,PASSED,[]
ths000630,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:06.745210,0,0,7,0.372975416032956,0,0,[],60,PASSED,[]
shl010890,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:43.641035,0,0,7,0.3370507376496028,0,0,[],60,PASSED,[]
thl002484,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:58.509242,0,0,7,0.3537898300507727,56,0,[],115,REJECTED,['protein_cellulose_clashes']
shm009450,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:33.754163,0,0,7,0.35957971309527786,0,0,[],59,PASSED,[]
thm001744,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:51.489376,0,0,7,0.34982239387042774,0,1,"[(6, 62)]",59,REJECTED,['more_than_0_protein_protein_clashes']
ths000441,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:04.293573,0,0,7,0.3766528370373986,0,0,[],58,PASSED,[]
ths000598,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:06.192382,0,0,7,0.33578076028899057,0,1,"[(1, 62)]",59,REJECTED,['more_than_0_protein_protein_clashes']
shm009156,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:32.348120,0,0,7,0.3690284172437696,0,0,[],58,PASSED,[]
ths000071,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:00.816289,0,0,7,0.35223752440005895,0,0,[],57,PASSED,[]
ths000648,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:06.873122,0,0,7,0.353461585816535,0,0,[],57,PASSED,[]
shm009036,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:31.978720,0,0,7,0.35635724739910296,0,2,"[(3, 63), (6, 64)]",59,REJECTED,['more_than_0_protein_protein_clashes']
thx003069,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:11.422641,0,0,7,0.3499357270971683,23,0,[],79,REJECTED,['protein_cellulose_clashes']
ths000576,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.787060,0,0,7,0.3481460510497035,0,0,[],55,PASSED,[]
ths000585,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.907655,0,0,7,0.36920146748799954,0,1,"[(2, 60)]",56,REJECTED,['more_than_0_protein_protein_clashes']
thx003258,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:14.823399,0,0,7,0.3578674918106544,4,2,"[(90, 78), (92, 79)]",60,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003384,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:17.396441,0,0,7,0.34200177832309736,24,0,[],78,REJECTED,['protein_cellulose_clashes']
shx011563,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:32.244670,0,0,7,0.37284102126814445,43,2,"[(27, 72), (29, 75)]",98,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shs008517,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:42.963985,0,0,7,0.34844075016477954,0,2,"[(1, 65), (4, 66)]",55,REJECTED,['more_than_0_protein_protein_clashes']
ths000766,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:07.687843,0,0,7,0.3383633955833777,0,0,[],53,PASSED,[]
thx003004,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:09.763304,0,0,7,0.3578363741237447,113,3,"[(27, 84), (29, 82), (100, 88)]",169,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011511,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:31.210013,0,0,7,0.37311541544650484,156,1,"[(69, 45)]",209,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011718,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:36.691061,0,0,7,0.35984037618258824,55,0,[],107,REJECTED,['protein_cellulose_clashes']
thm001979,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:54.845189,0,0,7,0.3489626087306311,0,1,"[(4, 67)]",53,REJECTED,['more_than_0_protein_protein_clashes']
ths000030,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:00.500661,0,0,7,0.3691946243895709,0,0,[],52,PASSED,[]
shx011191,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:25.302828,0,0,7,0.3781984544165064,0,1,"[(70, 4)]",52,REJECTED,['more_than_0_protein_protein_clashes']
thm001139,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:45.805721,0,0,7,0.35720133269983595,0,0,[],51,PASSED,[]
thm001589,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:49.948115,0,0,7,0.3913188166534652,2,0,[],53,REJECTED,['protein_cellulose_clashes']
thx003495,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:20.348152,0,0,7,0.33672896243734257,82,2,"[(105, 90), (108, 85)]",135,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
ths000346,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:03.220741,0,0,7,0.36533688662044517,0,0,[],50,PASSED,[]
thl002310,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:57.629426,0,0,7,0.3596558187032013,59,1,"[(24, 79)]",108,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003323,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:16.461371,0,0,7,0.3683615183001596,77,1,"[(22, 87)]",126,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
ths000001,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:00.167628,0,0,7,0.37550700585586233,0,0,[],47,PASSED,[]
ths000020,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:00.388801,0,0,7,0.36261071125392647,0,0,[],47,PASSED,[]
ths000284,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:02.762959,0,0,7,0.3596753407184618,0,0,[],47,PASSED,[]
ths000362,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:03.479454,0,0,7,0.3624079059859443,0,1,"[(5, 72)]",48,REJECTED,['more_than_0_protein_protein_clashes']
ths000706,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:07.427052,0,0,7,0.36831272129877846,0,0,[],47,PASSED,[]
thx003345,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:17.014473,0,0,7,0.37715485172015434,119,4,"[(18, 82), (19, 81), (22, 78), (24, 86)]",170,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011263,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:26.458798,0,0,7,0.3720636636328065,0,0,[],46,PASSED,[]
shx011491,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:29.981651,0,0,7,0.3760517188577998,0,0,[],46,PASSED,[]
shx011541,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:31.622302,0,0,7,0.36814988935416165,144,1,"[(65, 32)]",191,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
shx011548,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:31.828427,0,0,7,0.37443873505530134,82,3,"[(13, 82), (15, 81), (65, 36)]",131,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001736,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:51.210798,0,0,7,0.3489836895536126,0,0,[],46,PASSED,[]
ths000507,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.153445,0,0,7,0.34109195855910124,0,0,[],46,PASSED,[]
thx003752,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:25.084949,0,0,7,0.3649764747865708,10,0,[],56,REJECTED,['protein_cellulose_clashes']
ths000855,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:08.761485,0,0,7,0.32649318471433725,0,0,[],45,PASSED,[]
thx003136,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:12.542105,0,0,7,0.3612193627625239,40,0,[],84,REJECTED,['protein_cellulose_clashes']
shs008755,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:43.660817,0,0,7,0.34854252297142047,17,0,[],60,REJECTED,['protein_cellulose_clashes']
ths000178,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:01.813476,0,0,7,0.37353092378571895,24,0,[],67,REJECTED,['protein_cellulose_clashes']
ths000199,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:02.159366,0,0,7,0.35874484654766836,0,0,[],43,PASSED,[]
ths000802,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:08.343647,0,0,7,0.3384416566648643,0,1,"[(2, 68)]",44,REJECTED,['more_than_0_protein_protein_clashes']
shx011072,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:22.636454,0,0,7,0.3554371006471408,184,6,"[(64, 33), (65, 32), (66, 31), (67, 89), (68, 90), (109, 86)]",232,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thm001131,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:45.679954,0,0,7,0.3298193396009546,0,0,[],42,PASSED,[]
thm001191,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:46.554744,0,0,7,0.33997227409530806,0,0,[],42,PASSED,[]
thm001448,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:49.396261,0,0,7,0.38212843411349484,36,1,"[(2, 19)]",79,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
ths000006,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:00.285445,0,0,7,0.3796137050189702,0,0,[],42,PASSED,[]
ths000296,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:02.875321,0,0,7,0.35023527748356476,0,0,[],42,PASSED,[]
ths000315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:02.993693,0,0,7,0.35501086145715194,0,0,[],42,PASSED,[]
ths000510,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:05.284006,0,0,7,0.3556030095530939,0,0,[],42,PASSED,[]
thx003837,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:26.796836,0,0,7,0.3461239079574749,76,1,"[(100, 87)]",119,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003859,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:27.888635,0,0,7,0.3559053513244458,40,1,"[(109, 86)]",83,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
htx007309,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:37.327659,0,0,7,0.38306251738908814,0,0,[],42,PASSED,[]
thm001846,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:52.232129,0,0,7,0.3147011692425979,0,0,[],41,PASSED,[]
ths000096,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:01.143812,0,0,7,0.33685082364953156,0,0,[],41,PASSED,[]
thx003035,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:10.784795,0,0,7,0.33288798906424755,92,2,"[(26, 83), (28, 85)]",135,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
thx003503,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:20.743159,0,0,7,0.3433128144213632,71,1,"[(25, 38)]",113,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
htx007682,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:38.333055,0,0,7,0.3778792589966186,0,0,[],41,PASSED,[]
hsx015754,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:39.696649,0,0,7,0.37932011906648616,0,0,[],41,PASSED,[]
shl010293,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:41.312934,0,0,7,0.3903824260141622,0,0,[],41,PASSED,[]
thm001146,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:46.061368,0,0,7,0.34331576475822195,0,0,[],40,PASSED,[]
thm001930,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:09:53.128166,0,0,7,0.35115127231419724,0,0,[],40,PASSED,[]
ths000603,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:06.335661,0,0,7,0.36904430984534375,0,0,[],40,PASSED,[]
thx003527,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,2026-08-18T17:10:21.349475,0,0,7,0.3835360182295323,46,1,"[(23, 89)]",87,REJECTED,"['more_than_0_protein_protein_clashes', 'protein_cellulose_clashes']"
