protein_id,experiment_name,time_stamp,seed,ligand_chains,protein_ligand_clash_cutoff,protein_protein_clash_cutoff,protein_protein_contacts_cutoff,rmsd_after_kabsch,protein_ligand_clashes,protein_protein_clashes,clashing_residues,protein_protein_contacts,status,rejection_reason,skip_reason
shx011629,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011630,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011631,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011637,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011660,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011665,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011666,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011680,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011681,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011683,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011694,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011711,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011717,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011718,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011754,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011761,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011778,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011814,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011819,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011820,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011825,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011835,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011848,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011865,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011877,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011889,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011895,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011904,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011921,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011923,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011943,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011946,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011974,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011994,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
shx011996,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'shxlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/shxlarge.json
thl002008,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002013,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002025,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002072,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002086,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002092,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002094,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002119,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002175,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002190,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002207,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002209,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002252,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002305,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002310,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002325,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002332,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002391,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002445,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002478,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002484,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002504,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002548,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002551,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002607,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002609,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002665,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002722,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002788,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002860,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thl002862,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thlarge': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thlarge.json
thm001010,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001031,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001038,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001046,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001047,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001050,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001065,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001080,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001106,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001119,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001129,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001131,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001139,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001145,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001146,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001164,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001169,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001188,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001191,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001198,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001225,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001247,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001269,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001293,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001311,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001315,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001317,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001340,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001341,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001343,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001352,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001369,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001380,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
thm001384,15082026_16k_production_4_seeds_4_sizes,2026-09-19T19:12:36+00:00,,,0,0,7,,,,,,ERROR,,no stage-01 json for group 'thmedium': /home/karina/1cbh_clear/01_rfd3_symmetry_generation/json/15082026_16k_production_4_seeds_4_sizes/thmedium.json
