protein_id,experiment,group,sequence_id,monomer_rmsd,monomer_matched_pairs,monomer_total_aligned_pairs,monomer_matched_fraction,monomer_ranking_score,monomer_pass,dimer_rmsd,dimer_matched_pairs,dimer_total_aligned_pairs,dimer_matched_fraction,dimer_ranking_score,dimer_pass,passed,destination
shx011994,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,shxlarge,shx01199414,0.7116,45,114,0.3947,0.6264,False,17.3215,228,228,1.0000,0.1713,False,False,rejected
thl002086,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thlarge,thl00208607,13.1964,108,108,1.0000,0.6858,False,0.1567,4,216,0.0185,0.2844,False,False,rejected
thl002086,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thlarge,thl00208609,1.1673,82,108,0.7593,0.8078,False,24.0199,216,216,1.0000,0.4323,False,False,rejected
thl002086,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thlarge,thl00208612,1.0059,95,108,0.8796,0.6818,True,18.4679,216,216,1.0000,0.5489,False,False,rejected
thl002551,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thlarge,thl00255102,0.6740,74,98,0.7551,0.7479,False,30.2555,196,196,1.0000,0.7334,False,False,rejected
thl002551,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thlarge,thl00255107,0.5226,97,98,0.9898,0.7809,True,25.2402,196,196,1.0000,0.4104,False,False,rejected
thl002551,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thlarge,thl00255113,0.6192,30,98,0.3061,0.6306,False,25.1057,196,196,1.0000,0.7629,False,False,rejected
thm001046,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00104605,0.8749,12,90,0.1333,0.6361,False,23.7228,180,180,1.0000,0.6475,False,False,rejected
thm001046,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00104607,0.7678,6,90,0.0667,0.4585,False,22.1537,180,180,1.0000,0.4179,False,False,rejected
thm001046,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00104612,0.0761,4,90,0.0444,0.5689,False,23.8180,180,180,1.0000,0.6275,False,False,rejected
thm001050,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00105001,0.6961,38,87,0.4368,0.7098,False,21.5872,174,174,1.0000,0.2389,False,False,rejected
thm001050,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00105011,0.9564,16,85,0.1882,0.7023,False,20.6895,170,170,1.0000,0.2822,False,False,rejected
thm001050,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00105012,1.0088,46,87,0.5287,0.6570,False,25.5650,174,174,1.0000,0.4161,False,False,rejected
thm001080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00108004,1.2340,36,99,0.3636,0.5864,False,18.5353,198,198,1.0000,0.1479,False,False,rejected
thm001080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00108006,0.6572,99,99,1.0000,0.8264,True,0.3379,21,198,0.1061,0.2872,False,False,rejected
thm001080,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00108007,0.6246,95,99,0.9596,0.7722,True,17.8006,198,198,1.0000,0.8101,False,False,rejected
thm001106,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00110603,0.1131,4,86,0.0465,0.4349,False,25.3580,172,172,1.0000,1.0634,False,False,rejected
thm001106,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00110604,11.4640,86,86,1.0000,0.6715,False,19.1749,172,172,1.0000,0.6593,False,False,rejected
thm001106,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00110611,15.0397,86,86,1.0000,0.4262,False,20.6800,172,172,1.0000,0.2685,False,False,rejected
thm001131,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00113107,0.9826,84,98,0.8571,0.6191,True,20.4042,196,196,1.0000,0.3437,False,False,rejected
thm001131,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00113113,0.7831,98,98,1.0000,0.6597,True,23.0458,196,196,1.0000,0.4068,False,False,rejected
thm001131,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00113114,0.6660,98,98,1.0000,0.7249,True,16.4050,196,196,1.0000,0.1991,False,False,rejected
thm001139,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00113900,1.0119,78,91,0.8571,0.8166,True,18.3964,182,182,1.0000,0.8334,False,False,rejected
thm001139,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00113907,0.8843,75,91,0.8242,0.7933,True,15.7269,182,182,1.0000,0.4188,False,False,rejected
thm001139,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00113914,0.8820,83,91,0.9121,0.7586,True,0.1795,3,182,0.0165,0.2280,False,False,rejected
thm001146,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00114604,12.6917,90,90,1.0000,0.4640,False,21.3182,180,180,1.0000,0.5404,False,False,rejected
thm001146,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00114607,15.2845,90,90,1.0000,0.6556,False,21.0684,180,180,1.0000,0.3746,False,False,rejected
thm001146,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00114613,0.9896,4,90,0.0444,0.4427,False,17.9100,180,180,1.0000,0.2539,False,False,rejected
thm001191,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00119104,0.7301,81,88,0.9205,0.7573,True,22.3193,176,176,1.0000,0.4657,False,False,rejected
thm001191,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00119112,1.1669,13,88,0.1477,0.5427,False,19.4059,176,176,1.0000,0.2981,False,False,rejected
thm001191,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00119113,0.6054,36,88,0.4091,0.6043,False,20.3971,176,176,1.0000,0.2650,False,False,rejected
thm001225,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00122508,0.3136,15,82,0.1829,0.5735,False,16.1246,164,164,1.0000,0.1873,False,False,rejected
thm001225,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00122512,0.3257,12,82,0.1463,0.5888,False,15.3004,164,164,1.0000,0.2015,False,False,rejected
thm001225,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00122513,0.3832,15,82,0.1829,0.5192,False,21.3704,164,164,1.0000,0.3082,False,False,rejected
thm001247,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00124709,13.3790,103,103,1.0000,0.6838,False,22.8061,206,206,1.0000,0.3569,False,False,rejected
thm001247,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00124713,13.5978,101,101,1.0000,0.6844,False,25.2232,202,202,1.0000,0.3157,False,False,rejected
thm001247,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00124715,12.3281,103,103,1.0000,0.6975,False,24.1860,206,206,1.0000,0.2946,False,False,rejected
thm001269,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00126904,12.8340,90,90,1.0000,0.5611,False,19.9818,180,180,1.0000,0.2619,False,False,rejected
thm001269,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00126905,0.9357,83,90,0.9222,0.6552,True,0.4369,22,180,0.1222,0.2730,False,False,rejected
thm001269,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00126915,0.0648,4,90,0.0444,0.3436,False,17.6627,180,180,1.0000,0.1890,False,False,rejected
thm001315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00131500,0.6542,25,83,0.3012,0.6776,False,19.8766,166,166,1.0000,0.2220,False,False,rejected
thm001315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00131514,0.0441,3,83,0.0361,0.7594,False,0.2270,3,166,0.0181,0.4626,False,False,rejected
thm001315,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00131515,12.8463,83,83,1.0000,0.6051,False,19.5827,166,166,1.0000,0.4269,False,False,rejected
thm001399,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00139903,13.8226,80,80,1.0000,0.4547,False,21.1425,160,160,1.0000,0.1611,False,False,rejected
thm001399,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00139905,0.8366,62,80,0.7750,0.5964,False,23.4121,160,160,1.0000,0.1418,False,False,rejected
thm001399,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00139909,12.4336,80,80,1.0000,0.5157,False,21.4690,160,160,1.0000,0.2800,False,False,rejected
thm001436,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00143601,0.3104,36,96,0.3750,0.4735,False,21.0113,192,192,1.0000,0.2985,False,False,rejected
thm001436,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00143607,0.5502,94,96,0.9792,0.7565,True,15.6593,192,192,1.0000,0.2529,False,False,rejected
thm001436,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00143614,0.7125,91,96,0.9479,0.7995,True,21.1035,192,192,1.0000,0.4245,False,False,rejected
thm001645,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00164500,16.7516,91,91,1.0000,0.6860,False,20.9724,182,182,1.0000,0.2792,False,False,rejected
thm001645,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00164502,0.1783,8,91,0.0879,0.7045,False,24.2589,182,182,1.0000,0.3879,False,False,rejected
thm001645,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00164513,18.7187,91,91,1.0000,0.6405,False,18.2783,182,182,1.0000,0.3228,False,False,rejected
thm001663,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00166302,0.9490,58,80,0.7250,0.7004,False,19.6504,160,160,1.0000,0.2447,False,False,rejected
thm001663,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00166305,0.7609,70,80,0.8750,0.7203,True,20.1269,160,160,1.0000,0.4349,False,False,rejected
thm001663,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00166314,0.8833,75,80,0.9375,0.7946,True,19.9205,160,160,1.0000,0.3225,False,False,rejected
thm001676,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00167603,0.5666,51,89,0.5730,0.7472,False,25.3417,178,178,1.0000,0.6781,False,False,rejected
thm001676,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00167606,0.6332,74,89,0.8315,0.7532,True,22.4256,178,178,1.0000,0.5496,False,False,rejected
thm001676,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00167612,0.5341,50,89,0.5618,0.8094,False,24.8588,178,178,1.0000,0.7319,False,False,rejected
thm001694,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00169400,1.1716,59,91,0.6484,0.6447,False,17.9600,182,182,1.0000,0.4671,False,False,rejected
thm001694,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00169402,0.9160,79,91,0.8681,0.6603,True,16.1538,182,182,1.0000,0.2668,False,False,rejected
thm001694,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00169415,0.8735,35,91,0.3846,0.5633,False,18.7372,182,182,1.0000,0.2393,False,False,rejected
thm001736,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00173610,0.7576,80,90,0.8889,0.8137,True,19.4719,180,180,1.0000,0.2018,False,False,rejected
thm001736,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00173613,0.8704,80,90,0.8889,0.7412,True,0.7520,19,180,0.1056,0.3021,False,False,rejected
thm001736,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00173615,0.6790,40,90,0.4444,0.8190,False,0.0673,4,180,0.0222,0.2205,False,False,rejected
thm001846,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00184601,0.8252,77,85,0.9059,0.7502,True,16.6998,170,170,1.0000,0.1863,False,False,rejected
thm001846,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00184603,0.9502,82,85,0.9647,0.6264,True,1.1774,7,170,0.0412,0.3800,False,False,rejected
thm001846,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00184610,0.7703,65,85,0.7647,0.6336,False,0.1975,9,170,0.0529,0.1765,False,False,rejected
thm001930,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00193000,0.6990,27,89,0.3034,0.4655,False,16.2237,178,178,1.0000,0.1544,False,False,rejected
thm001930,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00193013,15.9745,89,89,1.0000,0.7051,False,24.7713,178,178,1.0000,0.3897,False,False,rejected
thm001930,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00193014,0.7895,72,89,0.8090,0.7257,True,0.4144,4,178,0.0225,0.2401,False,False,rejected
thm001940,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00194000,0.8915,4,93,0.0430,0.5558,False,27.1045,186,186,1.0000,0.3072,False,False,rejected
thm001940,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00194003,11.7288,93,93,1.0000,0.5215,False,19.7301,186,186,1.0000,0.2799,False,False,rejected
thm001940,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00194009,0.7360,93,93,1.0000,0.6901,True,29.8125,186,186,1.0000,0.2312,False,False,rejected
thm001966,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00196601,25.1147,102,102,1.0000,0.7343,False,22.1043,204,204,1.0000,0.2741,False,False,rejected
thm001966,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00196606,5.5096,102,102,1.0000,0.4624,False,23.1030,204,204,1.0000,0.3826,False,False,rejected
thm001966,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00196610,17.3478,102,102,1.0000,0.6292,False,21.2852,204,204,1.0000,0.3236,False,False,rejected
thm001975,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00197506,14.6821,96,96,1.0000,0.6085,False,15.8574,192,192,1.0000,0.3472,False,False,rejected
thm001975,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00197507,0.5851,14,96,0.1458,0.6931,False,21.4404,192,192,1.0000,0.4449,False,False,rejected
thm001975,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00197515,0.6117,85,96,0.8854,0.6546,True,22.2925,192,192,1.0000,0.5851,False,False,rejected
thm001994,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00199402,1.1712,34,94,0.3617,0.4956,False,20.0445,188,188,1.0000,0.1550,False,False,rejected
thm001994,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00199407,0.6045,91,94,0.9681,0.6967,True,20.7325,188,188,1.0000,0.2327,False,False,rejected
thm001994,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00199414,0.6872,50,94,0.5319,0.6362,False,19.7732,188,188,1.0000,0.1452,False,False,rejected
thm002000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00200006,0.6116,57,91,0.6264,0.6785,False,18.9924,182,182,1.0000,0.2340,False,False,rejected
thm002000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00200007,0.6970,59,91,0.6484,0.6632,False,19.7951,182,182,1.0000,0.1676,False,False,rejected
thm002000,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thmedium,thm00200013,0.9261,59,91,0.6484,0.7443,False,18.6600,182,182,1.0000,0.2652,False,False,rejected
ths000001,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00000108,7.6105,90,90,1.0000,0.5257,False,23.8879,180,180,1.0000,0.2533,False,False,rejected
ths000001,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00000110,0.9393,32,90,0.3556,0.6366,False,28.2737,180,180,1.0000,0.5503,False,False,rejected
ths000001,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00000111,8.5136,90,90,1.0000,0.8843,False,40.9325,180,180,1.0000,0.7830,False,False,rejected
ths000006,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00000601,6.4783,89,89,1.0000,0.5208,False,16.8144,178,178,1.0000,0.3680,False,False,rejected
ths000006,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00000602,0.6834,57,89,0.6404,0.6816,False,15.2514,178,178,1.0000,0.2586,False,False,rejected
ths000006,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00000615,0.9515,76,89,0.8539,0.7045,True,16.6748,178,178,1.0000,0.4910,False,False,rejected
ths000020,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00002000,12.3686,75,75,1.0000,0.6116,False,19.3409,150,150,1.0000,0.3139,False,False,rejected
ths000020,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00002004,10.7598,75,75,1.0000,0.7063,False,18.7765,150,150,1.0000,0.3237,False,False,rejected
ths000020,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00002012,11.4261,73,73,1.0000,0.6115,False,19.2919,146,146,1.0000,0.4888,False,False,rejected
ths000030,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00003003,10.7422,85,85,1.0000,0.4999,False,21.9239,170,170,1.0000,0.2162,False,False,rejected
ths000030,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00003012,0.8283,5,85,0.0588,0.5349,False,22.8454,170,170,1.0000,0.4104,False,False,rejected
ths000030,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00003013,0.9536,43,85,0.5059,0.6429,False,22.0133,170,170,1.0000,0.2621,False,False,rejected
ths000053,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00005309,1.1383,12,74,0.1622,0.6529,False,24.4440,148,148,1.0000,0.6286,False,False,rejected
ths000053,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00005310,0.7675,39,74,0.5270,0.6627,False,23.3563,148,148,1.0000,0.5242,False,False,rejected
ths000053,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00005311,0.6598,73,74,0.9865,0.7599,True,20.5570,148,148,1.0000,0.4092,False,False,rejected
ths000059,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00005906,0.4581,13,72,0.1806,0.7238,False,15.6920,144,144,1.0000,0.3765,False,False,rejected
ths000059,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00005911,0.4684,20,72,0.2778,0.7942,False,15.8748,144,144,1.0000,0.6843,False,False,rejected
ths000059,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00005912,0.9412,20,72,0.2778,0.7837,False,17.5359,144,144,1.0000,0.1842,False,False,rejected
ths000071,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00007103,1.1127,57,80,0.7125,0.6156,False,0.0085,3,160,0.0187,0.2498,False,False,rejected
ths000071,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00007110,0.8406,43,80,0.5375,0.6831,False,20.4548,160,160,1.0000,0.2330,False,False,rejected
ths000071,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00007111,0.2222,5,82,0.0610,0.6224,False,21.2455,164,164,1.0000,0.2557,False,False,rejected
ths000075,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00007506,0.8711,69,75,0.9200,0.7396,True,18.0044,150,150,1.0000,0.1575,False,False,rejected
ths000075,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00007507,0.6719,71,75,0.9467,0.5809,True,16.1646,150,150,1.0000,0.3628,False,False,rejected
ths000075,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00007508,0.9329,65,73,0.8904,0.7336,True,15.9660,146,146,1.0000,0.1880,False,False,rejected
ths000096,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00009603,17.7303,79,79,1.0000,0.7694,False,24.1113,158,158,1.0000,0.7441,False,False,rejected
ths000096,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00009605,0.6833,9,79,0.1139,0.7488,False,24.7776,158,158,1.0000,0.7107,False,False,rejected
ths000096,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00009611,1.1448,75,79,0.9494,0.6196,True,15.5032,158,158,1.0000,0.6417,False,False,rejected
ths000111,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00011101,0.9636,9,68,0.1324,0.6550,False,15.8088,136,136,1.0000,0.2866,False,False,rejected
ths000111,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00011109,7.3190,68,68,1.0000,0.7218,False,15.9419,136,136,1.0000,0.2436,False,False,rejected
ths000111,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00011115,0.7520,62,70,0.8857,0.6547,True,15.5023,140,140,1.0000,0.3564,False,False,rejected
ths000163,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00016302,0.6607,80,84,0.9524,0.7561,True,24.7933,168,168,1.0000,0.4777,False,False,rejected
ths000163,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00016304,16.6186,84,84,1.0000,0.7330,False,26.9748,168,168,1.0000,0.3454,False,False,rejected
ths000163,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00016308,0.9504,73,84,0.8690,0.7503,True,17.8779,168,168,1.0000,0.1480,False,False,rejected
ths000199,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00019909,0.7664,82,90,0.9111,0.7795,True,16.8832,180,180,1.0000,0.2056,False,False,rejected
ths000199,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00019910,0.4601,46,90,0.5111,0.6875,False,16.8347,180,180,1.0000,0.2160,False,False,rejected
ths000199,15082026_16k_production_4_seeds_4_sizes_20260818_pp_1p8_pc_2p2_cont_4p0_8p0,thsmall,ths00019912,0.9461,47,90,0.5222,0.5587,False,20.6728,180,180,1.0000,0.5065,False,False,rejected
